,Popularity,Name,Calfication,Num_reviwes,Phone,Webside,Latitude,Longitude,Type_food,Comida,Servicio,Calidad/precio,Ambiente
2280,2281,Impasta,5.0,5.0,+52 55 8435 5833,https://www.facebook.com/impastamx/,19.412823,-99.180084,Italiana,,,,
2281,2282,Gino´s,3.5,23.0,+(52)43130351,https://ginos.com.mx/?utm_source=tripadvisor&utm_medium=referral#,19.421497,-99.07853,Italiana,3.5,4.0,3.5,
2282,2283,Tamales Madre,5.0,3.0,,http://www.tamalesmadre.com,19.42709,-99.15813,Mexicana,,,,
2283,2284,Chelita Querida,4.5,9.0,,http://www.facebook.com/Chelita-Querida-153092661518509/,19.434568,-99.14336,"Bar, Pub",,,,
2284,2285,Puntarena Virreyes,4.0,7.0,+52 55 2623 0728,http://puntarena.mx/,19.425354,-99.203354,Mariscos,,,,
2285,2286,Tierra Adentro,4.0,5.0,+52 55 1505 3519,https://www.facebook.com/TierraAdentroCocina/,19.35976,-99.1487,,,,,
2286,2287,Pan Filio,5.0,3.0,+52 55 8661 2038,http://www.pan-filio.com,19.346395,-99.19053,,,,,
2287,2288,Kofetarika,3.5,31.0,56597921,http://www.kofetaricarestaurantebar.com,19.352364,-99.161835,"Italiana, Pizzería",3.5,3.0,3.5,
2288,2289,Haus Fondue,3.5,35.0,+52 55 2591 0838,http://www.fonduehauszermatt.com/,19.394619,-99.17536,"Suiza, Europea",4.0,3.5,3.5,
2289,2290,La Caja Sana,5.0,3.0,+52 55 4865 5412,http://www.lacajasana.com/,19.41095,-99.17842,"Mexicana, De la India, Mariscos, Mediterránea, Saludable",,,,
2290,2291,Churrascaria Sabor Do Brasil,4.0,24.0,63625462,http://www.facebook.com/churrascariasabordobrasil,19.49066,-99.13344,"Brasilera, Sudamericana",3.5,4.0,3.5,
2291,2292,Chapacuafish,5.0,4.0,76921306,https://www.facebook.com/chapacuafish/,19.39238,-99.18404,Mexicana,,,,
2292,2293,Portón Maya,4.0,9.0,+52 55 6650 1350,http://www.facebook.com/portonmaya/,19.371359,-99.14443,,,,,
2293,2294,Gourmetress,5.0,4.0,,https://www.facebook.com/Gourmetress-645692055635861/,19.28106,-99.17009,Internacional,,,,
2294,2295,Bagueteria Pan Y Pesto,5.0,4.0,,http://Panypesto.com,19.48385,-99.11894,Española,,,,
2295,2296,Moshi Moshi Oasis Coyoacán,4.0,17.0,+52 55 5658 9340,http://www.moshimoshi.com.mx,19.34572,-99.18068,"Japonesa, Sushi, Asiática, Bar, Pub",3.5,3.0,3.5,
2296,2297,El Restaurante de Los Monjes,4.0,16.0,+52 55 1579 0125,http://elrestaurantedelosmonjes.com,19.313639,-99.31057,Mexicana,3.5,4.0,3.5,
2297,2298,Distrito Fijo Club de Ciclismo Clubhouse,5.0,4.0,+52 55 5511 7817,http://www.dfcc.mx/,19.42677,-99.1591,"Mexicana, Internacional",,,,
2298,2299,Los Churrascos,3.5,36.0,+52 55 5658 2327,,19.345083,-99.15781,"Churrasquería, Argentina",4.0,4.0,3.5,
2299,2300,La Montana,5.0,5.0,13157434,http://juanbperez.wix.com/restaurantelamontana,19.23237,-99.15544,Francesa,,,,
2300,2301,El Asador Del Gaucho,4.0,8.0,10551397,http://www.dondeir.com/directorio-de-restaurantes/el-asador-del-gaucho/,19.442383,-99.16578,"Argentina, Sudamericana",,,,
2301,2302,Restaurante Luanco,5.0,3.0,+52 55 2120 9234,,19.41373,-99.1762,Española,,,,
2302,2303,Cocina Lucio,5.0,4.0,+52 55 3578 2499,http://www.facebook.com/doctorlucio1027/,19.33823,-99.26109,,,,,
2303,2304,El Faisan Dorado,4.0,10.0,+52 55 5604 6214,http://www.chilango.com/restaurantes/portales_nativitas/el-faisan-dorado,19.37594,-99.15853,"Mexicana, Internacional",4.0,4.5,4.0,
2304,2305,Promenade,5.0,6.0,+52 55 5278 9950,http://www.hinntradecenter.com,19.38856,-99.18612,"Mexicana, Internacional",,,,
2305,2306,Super Tortas Gigantes El Tigre,4.5,6.0,,,19.43807,-99.15518,,,,,
2306,2307,Maison Kayser,3.5,21.0,+52 55 5207 5042,http://www.maison-kayser.com.mx/,19.429039,-99.16209,,,,,
2307,2308,Tori Tori Altavista,3.5,35.0,+52 55 5280 8067,http://www.toritori.com.mx,19.349478,-99.19693,"Japonesa, Sushi",,,,
2308,2309,PALAI,4.5,3.0,+52 55 4467 1578,http://palai.mx,19.411642,-99.173584,Hawaiana,,,,
2309,2310,Central De Pizzas,3.5,23.0,55-19-21-22-55-19-20-57,http://www.centraldepizzas.com/,19.40239,-99.15071,"Pizzería, Italiana",4.0,3.5,3.5,
2310,2311,Chucho el roto,3.5,16.0,,http://www.facebook.com/pages/category/Cafeteria/Restaurante-Chucho-El-Roto-San-%C3%81ngel-173892153376193/,19.3453,-99.19069,Mexicana,4.5,4.5,4.5,
2311,2312,La Terraza de Genova,4.0,17.0,,https://www.facebook.com/La-Terraza-de-Genova-286422631372199/?ref=page_internal,19.42696,-99.16439,"Mexicana, Bar, Pub",,,,
2312,2313,La Karakola,5.0,6.0,,,19.43368,-99.15638,,,,,
2313,2314,El Sabor Nápoles,4.5,8.0,+(52)55 36 59 74,http://www.facebook.com/elsabornapoles,19.388996,-99.1765,Mexicana,,,,
2314,2315,Los Pambacitos de Benjamin Franklin,5.0,4.0,+52 55 8567 7216,http://lospambacitosbf.wixsite.com/lospambacitos,19.40546,-99.18151,Mexicana,,,,
2315,2316,Restaurante Fiesta Inn Insurgentes Viaducto,4.5,6.0,+52 55 5276 7400,http://www.fiestainn.com/en/web/fiesta-inn-insurgentes-viaducto,19.400192,-99.17078,"Mexicana, Internacional",,,,
2316,2317,Pakaá Restaurante,4.5,5.0,+52 55 4444 1753,http://www.facebook.com/pakaarestaurante/,19.436512,-99.16424,,,,,
2317,2318,Loose Blues,4.5,7.0,,https://www.facebook.com/LOOSEBLUES44/,19.427887,-99.15873,,,,,
2318,2319,Cafe Ventura,3.5,28.0,+52 55 5207 9265,http://www.facebook.com/pages/Cafe-Ventura-Mexico-Df/390549874401886?nr,19.42672,-99.16426,Mexicana,4.0,4.0,4.5,
2319,2320,Sushi Roll,4.5,5.0,+52 5207-0067,http://www.sushiroll.com.mx,19.35584,-99.15789,Sushi,,,,
2320,2321,Aburiya,4.5,3.0,+52 55 7407 7950,http://www.aburiya.com.mx/,19.422892,-99.16393,"Mexicana, Japonesa, Helados y dulces japoneses, Fusión japonesa",,,,
2321,2322,Mitakate Prado Norte,4.5,5.0,+52 55 7159 1478,http://www.mitakate.com/,19.427744,-99.20895,Mexicana,,,,
2322,2323,Poro y Papa,5.0,6.0,+52 1 55 3111 3160,http://www.poroypapa.com,19.43068,-99.1975,Mexicana,,,,
2323,2324,Cito Gourmet Express,4.5,6.0,+52 55 5207 0200,http://www.facebook.com/citogourmetexpress/,19.427074,-99.17756,,,,,
2324,2325,Vegani,4.5,5.0,+52 55 6830 0469,https://www.facebook.com/veganiRB/,19.411446,-99.16622,Saludable,,,,
2325,2326,Gold Taco Roma,5.0,3.0,+52 55 5204 3735,http://goldtacoveggie.com.mx,19.41404,-99.1645,Mexicana,,,,
2326,2327,La Faena Museo Turino,3.5,19.0,55104417,http://www.facebook.com/LaFaenaOficial,19.43127,-99.13772,,3.5,3.5,4.5,
2327,2328,Hong King,3.5,117.0,+52 55 5512 6703,http://www.facebook.com/pages/Hong-King-Restaurant/203387396357905,19.432882,-99.14297,"China, Asiática",3.0,3.5,3.5,3.0
2328,2329,Maíz y Olivo,4.0,9.0,+52 55 5080 0908,http://www.maizyolivo.com,19.419416,-99.155045,"Mexicana, Bar, Mediterránea, Pub, Fusión, Bar de vinos",,,,
2329,2330,Sanborns,4.0,5.0,+52 55 5512 6451,http://www.sanborns.com.mx/Paginas/Restaurante_Sanborns.aspx,19.39301,-99.1664,Mexicana,,,,
2330,2331,Lawa,4.0,7.0,+52 55 7161 6975,,19.426134,-99.15943,"Latina, Española, Fusión, Sudamericana, Ecuatoriana, Churrasquería",,,,
2331,2332,Yaki Yaki,5.0,4.0,+52 55 1162 9925,http://www.yakiyaki.com.mx,19.414925,-99.156166,Japonesa,,,,
2332,2333,La Guillermina,4.0,6.0,+52 55 5432 6702,,19.42866,-99.17312,"Mexicana, Parrillada, Bar de vinos",,,,
2333,2334,Wanted Burger's Ribs & Beer,4.5,6.0,+52 55 7158 7034,https://www.facebook.com/WantedBurgerGrill/,19.366987,-99.18141,Fusión,,,,
2334,2335,La Santa Pizza San Rafael,4.0,9.0,+52 55 7098 5275,,19.438005,-99.16401,"Pizzería, Italiana, Argentina, Sudamericana",,,,
2335,2336,Sushi Roll Plaza Inn,3.5,26.0,+52 55 5663 4757,http://www.sushiroll.com.mx,19.351671,-99.18657,"Saludable, Japonesa, Sushi",3.5,3.0,4.0,
2336,2337,La Cervecería de Barrio Perisur,4.0,16.0,26817943,http://lacerveceriadebarrio.com.mx/perisur.html,19.33543,-99.20732,Mariscos,,,,
2337,2338,Las Gorditas de Sevilla,5.0,4.0,55250713,http://www.facebook.com/Las-gorditas-de-sevilla-1509438192682486/,19.42142,-99.17084,Comida rápida,,,,
2338,2339,Taquería Los Güeros,4.0,13.0,+52 55 5764 4126,,19.41687,-99.11687,Mexicana,,,,
2339,2340,La Sirenita,4.0,12.0,,http://www.facebook.com/La-Sirenita-Mariscos-414630071969779/,19.428476,-99.1345,Mariscos,4.5,4.5,4.0,
2340,2341,Chilaquil Del valle,4.0,5.0,+52 55 6363 6468,http://chilaquildelvalle.mx/,19.38392,-99.17364,Mexicana,,,,
2341,2342,El Che Pepe,5.0,3.0,55666957,https://es-la.facebook.com/El-che-Pepe-368524566688340/,19.33823,-99.26109,"Mexicana, Argentina, Sudamericana",,,,
2342,2343,El Buen Bife Steakhouse - Santa Fe,4.0,16.0,+52 55 5292 2942,http://www.buenbife.com,19.35112,-99.05124,"Argentina, Churrasquería, Sudamericana",,,,
2343,2344,Villa Azur México,3.5,20.0,+52 55 1630 7065,http://villaazur.mx/,19.431969,-99.20163,"Mexicana, Internacional",4.0,3.5,3.0,
2344,2345,La Morera Centro Culinario,4.0,13.0,525263030384,http://www.cclamorera.com/,19.433153,-99.20859,"Internacional, Mexicana, Sushi",,,,
2345,2346,La Ostra Pedregal,5.0,3.0,+52 55 7159 0339,http://ostra.com,19.32384,-99.2073,,,,,
2346,2347,El Refugio del Inca,3.5,37.0,55140697,https://www.facebook.com/pages/El-Refugio-del-Inca/508069485877396,19.425207,-99.16918,"Peruana, Latina, Española, Sudamericana",4.0,3.5,3.5,
2347,2348,Wlb,3.5,30.0,,http://wbl.mx,19.41153,-99.17691,"Comida rápida, Estadounidense",4.0,4.0,4.0,4.0
2348,2349,Amici Ristorante,3.5,29.0,525252423718,http://www.espanol.marriott.com/hotels/hotel-information/restaurant/details/mexis-sheraton-mexico-city-maria-isabel-hotel/5958252/,19.428017,-99.167305,Italiana,3.5,3.5,3.0,
2349,2350,Santa Vida,4.5,9.0,5270223663,http://www.facebook.com/santavidamx,19.41688,-99.16251,"Mexicana, Café, Internacional",,,,
2350,2351,Le Pain Quotidien,3.5,56.0,+52 55 5207 8205,https://www.lepainquotidien.com/mx/es/locations/roma/monterrey-?y_source=1_MTA5NTAyNjEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D#104?utm_source=yext&utm_medium=business-listing&utm_campaign=,19.41766,-99.164024,"Saludable, Francesa, Belga, Café, Europea",3.5,3.5,3.0,
2351,2352,Los Loosers,3.5,57.0,,http://losloosers.com/,19.419119,-99.17446,Mexicana,4.0,3.0,3.5,
2352,2353,Hotel Distrito Capital,3.5,29.0,+52 55 5257 1300,http://hoteldistritocapital.com,19.360304,-99.27996,,4.0,3.5,3.5,4.0
2353,2354,Cafe B,4.5,6.0,+52 55 6585 9439,http://www.cafe-b.com/,19.41488,-99.16725,"Delicatessen, Saludable, Café",,,,
2354,2355,El Pescao Chilango,5.0,4.0,+52 55 7258 9682,http://elpescaochilango.com,19.40029,-99.15713,Mariscos,,,,
2355,2356,Potzollcalli,4.0,6.0,+52 55 5554 1235,,19.345276,-99.16846,Mexicana,,,,
2356,2357,Enrique Tomás Plaza Carso,4.0,7.0,+52 55 4976 0735,https://www.enriquetomas.com,19.441713,-99.20379,Española,,,,
2357,2358,La Matra-k Centro Historico,5.0,5.0,5255108507,http://www.facebook.com/gastropubMTK/about/,19.434704,-99.13534,"Italiana, Cervecería, Pizzería, Pub, Argentina, Sudamericana",,,,
2358,2359,Picanteria,4.0,19.0,+52 55 8526 4167,http://www.picanteria.com.mx,19.49098,-99.13382,"Mexicana, Mariscos",,,,
2359,2360,Montaditos Condesa,3.5,67.0,+52 55 6385 4065,http://mexico.100montaditos.com,19.412914,-99.167,Española,3.5,3.0,3.5,3.0
2360,2361,Restaurante Turtux,4.5,11.0,,http://www.turtux.com,19.346394,-99.18951,Mexicana,5.0,4.5,4.5,4.0
2361,2362,La Oaxaquena,4.0,7.0,+52 55 5670 6145,http://www.facebook.com/LaOaxaquenaDeLa201,19.360973,-99.11244,Mexicana,,,,
2362,2363,Café Ventura,4.0,13.0,+52 55 5518 5726,http://www.facebook.com/pages/Cafe-Ventura-Mexico-Df/390549874401886?nr,19.293505,-99.15706,"Latina, Café, Española",3.5,3.5,4.0,3.5
2363,2364,Gastronómica San Juan,5.0,4.0,+52 55 3246 0545,http://gastronomicasanjuan.com.mx,19.42986,-99.14555,"Italiana, Francesa, Europea, Española",,,,
2364,2365,Fonda Tepepan,4.5,4.0,+52 55 5676 3686,,19.271748,-99.131355,Mexicana,,,,
2365,2366,El Botellón Polanco,3.5,29.0,+52 55 5280 3268,http://www.elbotellon.com.mx,19.432194,-99.197586,Española,3.5,4.0,4.0,
2366,2367,Non Solo,4.5,6.0,+52 55 5687 0495,,19.394726,-99.17824,Italiana,,,,
2367,2368,Restaurant Bar Nuevo León,4.0,11.0,+52 55 5211 7825,http://restaurantbarnuevoleon.com/,19.41167,-99.17249,Mexicana,,,,
2368,2369,Pithaya,5.0,4.0,,,19.41272,-99.15829,,,,,
2369,2370,Helado Obscuro,4.5,5.0,+52 55 5564 8945,http://www.heladoobscuro.com/,19.489159,-99.06823,Comida rápida,,,,
2370,2371,Tlacuani,5.0,6.0,+52 55 6729 0790,http://www.tlacuani.com,19.42653,-99.2033,,,,,
2371,2372,El Kaliche,5.0,5.0,+52 55 6547 6779,https://www.facebook.com/El-Kaliche-Oficial-139995702868736/,19.413347,-99.16191,"Asiática, Internacional",,,,
2372,2373,Fonda Argentina,4.0,10.0,,http://www.facebook.com/pg/Fondargentina/about/?ref=page_internal,19.349937,-99.188095,"Argentina, Sudamericana",,,,
2373,2374,Central Cacao,5.0,4.0,+52 1 55 6723 6636,http://www.artefacto.com.mx/centralcacao/index.cfm,19.41054,-99.16125,"Mexicana, Café, Saludable",,,,
2374,2375,Talisman de Motolinia,4.0,8.0,+52 55 5510 4595,http://www.facebook.com/talismandemotolinia/,19.43298,-99.1374,Mexicana,,,,
2375,2376,La Mansión Satélite,4.0,28.0,+52 55 5572 8271,http://www.lamansion.com.mx,19.51484,-99.23591,"Bar, Parrilla, Pub",4.5,4.5,4.0,5.0
2376,2377,La Chinampa,5.0,4.0,+52 55 5523 9086,https://www.facebook.com/LaChinampaDelValle/,19.38936,-99.16554,Mexicana,,,,
2377,2378,Hooters Vía Vallejo,4.5,4.0,+52 55 9154 8015,http://hooters.com.mx,19.45666,-99.13829,"Bar, Comida rápida, Pub",,,,
2378,2379,La Galette,5.0,4.0,+52 55 5272 0890,http://lagalette-restaurant.negocio.site/,19.408047,-99.17109,"Italiana, Mexicana, Café, Contemporánea, Sudamericana",,,,
2379,2380,Cintli tortilleria orgánica y molino de nixtamal,5.0,4.0,+52 55 4390 9852,http://cintli.mx,19.410934,-99.16611,"Mexicana, Saludable",,,,
2380,2381,El Tapeo Condesa,5.0,3.0,+52 55 9130 8390,http://www.facebook.com/tapeocondesa/,19.41313,-99.1714,"Española, Bar, Café, Comida rápida, Pub",,,,
2381,2382,The Beer Box,4.5,12.0,+52 55152077441,http://www.facebook.com/ThebeerboxLondresDF,19.42339,-99.16826,,,4.0,3.5,
2382,2383,IHOP,4.5,6.0,+52 55 5604 2596,http://www.ihopmexico.com/sucursales/ihop-universidad/,19.36602,-99.16696,,,,,
2383,2384,Taqueria Los Parados de Coyoacan,4.0,10.0,+52 55 5658 7541,https://taqueria-los-parados-de-coyoacan.business.site/,19.32342,-99.1406,,,,,
2384,2385,Vips,4.0,5.0,,https://vips.com.mx/,19.42983,-99.16049,"Mexicana, Parrilla, Saludable",,,,
2385,2386,Restaurante-Bar El Amaranto,4.0,16.0,+52 55 5539 5074,http://www.facebook.com/pages/category/Bar/Restaurante-El-Amaranto-185409218159895/,19.37453,-99.15362,Mexicana,4.0,4.0,3.5,
2386,2387,Salón Corona Génova,4.0,6.0,,http://www.saloncorona.com.mx/,19.42528,-99.1634,Mexicana,,,,
2387,2388,Suuwaii,3.5,11.0,+52 55 7098 2165,http://www.suuwaii.com,19.406853,-99.172714,"Japonesa, Asiática, Tailandesa, China",,,,
2388,2389,Moksha café Roma,5.0,4.0,+52 55 7095 9977,http://www.facebook.com/mokshacafe/,19.414074,-99.160355,Café,,,,
2389,2390,Buttery Kitchen,4.5,3.0,+(52)+52 56 2619 3435,http://www.facebook.com/buttery,19.43108,-99.20085,"Mexicana, Comida rápida",,,,
2390,2391,Enrique Tomás JAMON-TAPAS-VINO,3.5,21.0,+52 55 2124 5173,https://www.enriquetomas.com,19.439169,-99.20014,"Española, Comida rápida",3.0,4.0,3.5,
2391,2392,Contigo,3.5,15.0,67243080,,19.42692,-99.17096,"Mexicana, Latina, Española",,,,
2392,2393,La Federal Cantina de Pueblo,3.5,39.0,+52 55 4398 1110,http://www.lafederalcantina.com,19.365505,-99.26508,Mexicana,3.5,4.0,3.5,
2393,2394,El mundo del cafe,5.0,4.0,,,19.35201,-99.16306,Café,,,,
2394,2395,La Samaritana,4.5,6.0,+52 55 5250 2608,,19.42929,-99.188286,Mexicana,,,,
2395,2396,La Hamburguesería,5.0,4.0,+52 55 6718 0010,,19.39002,-99.16648,Estadounidense,,,,
2396,2397,El Meson de la Guitarra,4.0,13.0,55592435,http://www.elmesondelaguitarra.com,19.37298,-99.17471,,3.0,3.5,4.0,
2397,2398,Bangkok,3.5,16.0,5260-3305,,19.230953,-99.12755,Tailandesa,4.0,4.0,4.0,
2398,2399,El Peladito Mariscos Beer and Baseball,3.5,37.0,+52 55 6552 0589,http://elpeladito.com,19.390125,-99.16333,"Mariscos, Mexicana",3.0,3.0,2.5,
2399,2400,El Bajio,4.0,14.0,+52 55 5545 2745,http://www.restauranteelbajio.com.mx/,19.43863,-99.19989,Mexicana,,,,
2400,2401,Taqueria Revolucion,4.0,9.0,,http://www.facebook.com/lostacosrevolucion/,19.38301,-99.1866,,,,,
2401,2402,Tacos La Fonda Argentina,4.0,10.0,55340060,http://fondaargentina.com/,19.369936,-99.173325,Argentina,,,,
2402,2403,Groshi Express,5.0,4.0,+52 55 6835 4833,http://www.groshiexpress.com,19.36921,-99.14939,Japonesa,,,,
2403,2404,Jazzatlán Capital,4.5,6.0,+52 55 1390 1631,http://www.jazzatlan.club/carteleracapital,19.415895,-99.164856,Mexicana,,,,
2404,2405,Super Tacos Chupacabras,3.5,22.0,+52 618 163 6247,http://www.facebook.com/ChupasMixcoac,19.376543,-99.18752,Mexicana,,,,
2405,2406,Sushi Roll Plaza Satélite,4.0,8.0,+52 55 5572 5836,http://www.sushiroll.com.mx/,19.509722,-99.23389,Sushi,,,,
2406,2407,Cerveceria Mi Negra,4.5,6.0,,http://www.facebook.com/cerveceriaminegra/,19.4719,-99.12285,,,,,
2407,2408,Sonora Grill Nueva York,4.0,6.0,+52 55 1107 8136,http://sonoragrill.com.mx/,19.3889,-99.17609,"Mexicana, Churrasquería",,,,
2408,2409,Restaurante NH Collection México Santa Fe,4.5,5.0,+52 55 9177 7380,https://www.nh-collection.com/hotel/nh-collection-mexico-city-santa-fe/restaurants,19.359648,-99.27864,"Mexicana, Bar, Internacional, Pub",,,,
2409,2410,Buenas Migas Df,5.0,3.0,+52 55 5638 0957,http://www.buenasmigasdf.com,19.398697,-99.16085,"Mexicana, Mediterránea, Española, Sudamericana, Centroamericana",,,,
2410,2411,New Yorking Pizza & Craft Beer,5.0,4.0,+52 55 5085 8561,http://www.newyorking.mx,19.396395,-99.17144,"Italiana, Estadounidense, Cervecería, Bar, Pizzería, Pub",,,,
2411,2412,El Puerto De Veracruz,4.5,7.0,+52 55 5516 0305,https://www.facebook.com/El-Puerto-de-Veracruz-190225481020456,19.407454,-99.18396,Mariscos,4.5,4.0,4.5,
2412,2413,Comfort Food,5.0,4.0,68233331,http://www.facebook.com/comfortfoodmx/,19.390654,-99.14989,"Cervecería, Café, Contemporánea, Fuente de soda",,,,
2413,2414,Olive Garden,3.5,51.0,55547578,http://olivegardenmexico.com,19.344843,-99.17944,Italiana,3.5,3.5,3.5,
2414,2415,Talo,4.0,13.0,+52 55 5255 0912,http://www.talo.com.mx/,19.431377,-99.188194,"Mexicana, Española",4.0,4.0,3.5,
2415,2416,Licantropo Pizza Pasta Vino,4.0,11.0,+52 55 5211 5755,http://www.facebook.com/Licantropo43/,19.42287,-99.17363,"Italiana, Pizzería",,,,
2416,2417,Mariscos Romulos,4.0,15.0,+52 55 5530 5340,,19.3999,-99.154144,"Mariscos, Mexicana",,,,
2417,2418,Toks,4.0,13.0,+52 55 5705 2640,http://toks.com.mx,19.440262,-99.155785,,,,,
2418,2419,Grill Urbano Dogs & Burgers,5.0,6.0,53313765,http://www.facebook.com/grillurbano?fref=ts,19.39322,-99.17968,,,,,
2419,2420,Toks,4.0,5.0,+52 55 5171 0040,http://www.toks.com.mx,19.294945,-99.156105,Internacional,,,,
2420,2421,Pranzo,4.0,8.0,53351097,,19.38876,-99.16839,"Italiana, Mediterránea",,,,
2421,2422,Luca Don Bardo Pizza,5.0,4.0,5265500843,http://www.facebook.com/LucaDonBardoPizza/,19.37505,-99.18399,"Pizzería, Argentina, Sudamericana",,,,
2422,2423,El Zorzal,4.0,18.0,52800111,http://restauranteelzorzal.com/?fbclid=IwAR1YELDas9kp_qiKcIXsbVNroRHU45WYJ5LNkUtj_BAjQh0EeN3sLs9iSnk,19.42834,-99.19814,"Argentina, Sudamericana",4.0,4.5,3.5,3.5
2423,2424,Asociacion Mexico Japonesa,3.5,56.0,+52 55 5593 1444,http://www.facebook.com/amjapon,19.362516,-99.20206,"Japonesa, Asiática, Sushi",4.0,3.0,3.5,
2424,2425,Baby Fish,4.5,3.0,+52 55 5615 4571,https://www.facebook.com/mariscosbabyfish/,19.37691,-99.19371,Mexicana,,,,
2425,2426,Témpura Ki,3.5,14.0,+52 55 5536 9079,http://www.tempuraki.com,19.392118,-99.17917,Japonesa,,,,
2426,2427,La Mergellina,4.0,8.0,52115098,https://www.facebook.com/lamergellina/,19.41165,-99.17706,Italiana,,,,
2427,2428,Norteñito Steak,5.0,3.0,+52 55 3444 6863,http://www.nortenito.com,19.39137,-99.16001,Mexicana,,,,
2428,2429,La Pancita de Huipulco,4.0,17.0,+52 55 5573 2026,https://www.facebook.com/pages/La-Pancita-de-Huipulco/151121831618528#!/pages/La-Pancita-de-Huipulco/151121831618528?sk=info,19.297422,-99.14864,Mexicana,3.5,3.5,3.0,
2429,2430,Cafetzalli Coyoacán,4.5,4.0,+52 55 5659 4790,http://www.chiapaspresente.com.mx,19.34497,-99.16555,"Mexicana, Café",,,,
2430,2431,El Villamelon Polanco,4.5,5.0,+52 55 5531 8251,http://www.elvillamelon.com/,19.430729,-99.18057,Mexicana,,,,
2431,2432,L´encanto de Lola,3.5,157.0,+52 55508429,https://www.facebook.com/encantodelola/,19.346416,-99.19072,"Mexicana, Latina",4.0,3.5,3.0,3.5
2432,2433,La Gambeta Garibaldi,4.0,11.0,+(52)55297791,,19.618334,-99.12513,Mexicana,,,,
2433,2434,El Banjo,5.0,5.0,5511-9124,http://www.carnitaselbajio.com.mx,19.429039,-99.16209,Mexicana,,,,
2434,2435,"Italianni's Pasta, Pizza & Vino",3.5,122.0,+52 55 5207 3397,http://italiannis.com.mx/,19.428665,-99.16223,Italiana,3.0,3.5,3.0,3.5
2435,2436,Pizza Peppino's,4.0,15.0,+52 55 5208 8040,https://www.facebook.com/pizza.peppino.roma/,19.421349,-99.15549,"Pizzería, Italiana, Comida rápida",,,,
2436,2437,Terré,4.0,12.0,,http://www.mariacondesa.com/restaurante-terre-concepto.html,19.41053,-99.17573,"Mexicana, Latina, Española",5.0,4.0,4.5,4.5
2437,2438,Restaurante Trotamundo Dakota,4.5,4.0,+52 55 6274 2050,https://fonda-trotamundo-dakota.negocio.site/,19.39419,-99.17537,,,,,
2438,2439,Don Keso,3.5,19.0,+52 55 5553 3065,https://www.facebook.com/donkesolacasita/,19.41439,-99.17015,"Bar, Pub, Internacional",4.0,3.5,4.5,4.0
2439,2440,Vida Chula,5.0,5.0,5267976219,http://www.vidachula.mx,19.393772,-99.16634,Mexicana,,,,
2440,2441,De Costa a Costa Plaza Carso,4.5,4.0,+52 55 4976 0205,http://www.decostaacosta.com.mx,19.4416,-99.20217,"Mexicana, Mariscos",,,,
2441,2442,Mi Gusto Es,3.5,24.0,+52 55 5550 2651,http://www.migustoes.com.mx/,19.349861,-99.18759,Mariscos,4.0,4.0,3.5,
2442,2443,El Japonez - Condesa,3.5,30.0,5286 0712,http://eljaponez.com,19.411238,-99.174904,"Japonesa, Sushi",4.0,3.5,3.0,
2443,2444,Taakcal,4.5,3.0,+52 55 7573 0287,http://www.facebook.com/taakcal,19.40362,-99.16649,"Mexicana, Internacional",,,,
2444,2445,Le Macaron,4.5,4.0,+52 55 9130 9457,http://www.lemacaron.mx/santara.html,19.43947,-99.20376,,,,,
2445,2446,Taquearte Álvar,4.0,16.0,+52 55 5264 2882,http://taquearte.com/,19.4186,-99.15673,"Mexicana, Mediterránea",4.0,4.5,4.0,
2446,2447,Red Coffee MX,5.0,3.0,+52 55 2983 3470,http://redcoffeemx.com/,19.458284,-99.096146,Mexicana,,,,
2447,2448,Restaurante Argentino Punta Alta,5.0,3.0,5393 7357,http://www.punta-alta.com.mx/,19.518711,-99.23222,"Mexicana, Argentina, Sudamericana",,,,
2448,2449,Natural Aeropuerto Terminal 2,3.5,23.0,+52 55 2598 3321,http://100natural.com.mx/,19.43893,-99.0772,"Mexicana, Saludable",,,,
2449,2450,Los Pumpos,4.5,6.0,+52 55 4140 6089,https://www.facebook.com/Los-Pumpos-392811097487732/,19.36995,-99.14346,Mexicana,,,,
2450,2451,Sushi Dai,5.0,5.0,+52 55 5264 5978,https://www.facebook.com/sushidaiexpress,19.41467,-99.16184,Japonesa,,,,
2451,2452,La Nueva Cuba,4.0,14.0,+52 55 5208 1662,http://www.facebook.com/pages/Restaurante-Bar-La-Nueva-Cuba-Rio-Tiber-91/114602352024900,19.42184,-99.16519,,3.5,3.5,4.0,
2452,2453,el bastidor Coyoacan,5.0,3.0,+52 55 6273 6706,http://www.facebook.com/OFCAcentrocultural/,19.350035,-99.16986,"Mexicana, Internacional, Contemporánea",,,,
2453,2454,Magdalena 7,4.5,7.0,+52 55 5203 0380,https://magdalena7.negocio.site/,19.43685,-99.1784,Mexicana,,,,
2454,2455,"Los Panchos, Terraza Palacio Perisur",4.0,7.0,+52 55 5254 5390,http://lospanchos.mx/sucursal-perisur-restaurant-los-panchos/,19.30345,-99.19934,"Mexicana, Latina, Española",,,,
2455,2456,Big Red,3.5,30.0,+52 52 55 52 77,http://bigbars.com.mx/,19.43148,-99.18541,"Bar, Mariscos",3.5,4.0,4.0,
